id,student_id,student_mobility_id,done_date,notes,created_at
0124f687-3abb-4aca-9164-a8b4c2671eca,0c932874-b8b7-4542-a522-a5cffd9c66a9,c5827daf-eb2c-41e0-bdd0-ebbc4ffa2ef1,2026-06-01,,2026-06-01 12:07:01.251758+00
33ccbf53-4bf3-4b9f-a8a2-be58e8675cd9,0c932874-b8b7-4542-a522-a5cffd9c66a9,36cd05d0-6f77-4cef-b5bc-61a1b60ebe48,2026-06-01,,2026-06-01 12:07:03.745308+00
53443bae-7da2-4004-92c3-a32f8bd6de85,0c932874-b8b7-4542-a522-a5cffd9c66a9,fad8abee-915f-4b91-b682-520dda3ac19a,2026-06-01,,2026-06-01 12:07:04.521474+00
8fffe7c5-2496-4fde-9cfa-a305246b2a17,0c932874-b8b7-4542-a522-a5cffd9c66a9,b46da8c4-f894-4d5e-b131-4f8aa4a429b9,2026-06-01,,2026-06-01 12:07:06.225386+00
cefa4b14-ca53-4561-93d5-15f858fddb11,4dca53bc-1217-4019-8969-deb495aebae2,fc2ea886-07b2-443c-9d32-c98776b4c181,2026-06-01,,2026-06-01 12:56:09.256069+00
587d7aaf-809c-4f39-9e3f-baaa22adf35e,4dca53bc-1217-4019-8969-deb495aebae2,48aeee03-791c-4387-acc4-5b156645a296,2026-06-02,,2026-06-02 11:11:46.345598+00
4a8f0b29-4425-4762-acf9-5cc5bf364c5f,4dca53bc-1217-4019-8969-deb495aebae2,0b5938c3-6b7a-496f-b5ec-b8009569d7f4,2026-06-02,,2026-06-02 19:51:28.218839+00
e608f0e8-84d9-46fe-8a24-22af449e7941,4dca53bc-1217-4019-8969-deb495aebae2,0dd4406c-3de6-4054-9c4b-4987a8f4ed07,2026-06-02,,2026-06-02 19:51:28.627922+00
5fc9dd39-4fd7-49a4-a450-f60df7a024aa,4dca53bc-1217-4019-8969-deb495aebae2,a1c1b022-c029-45ad-9e44-0205679ef77e,2026-06-02,,2026-06-02 19:51:29.768212+00
38d2f893-f08a-48c6-ad1e-7640dd9c2e59,4dca53bc-1217-4019-8969-deb495aebae2,fc2ea886-07b2-443c-9d32-c98776b4c181,2026-06-02,,2026-06-02 19:51:49.136182+00
e67a076d-b7af-4c06-bece-30763e537365,4dca53bc-1217-4019-8969-deb495aebae2,086d5a78-0678-464b-81d5-6b3b53b553ec,2026-06-02,,2026-06-02 19:51:52.318544+00
129ea67c-6d8a-4f59-adad-241925c4ff5b,4dca53bc-1217-4019-8969-deb495aebae2,0d311a4f-2753-42df-8ec5-4c741a7b4ce4,2026-06-02,,2026-06-02 19:51:53.429408+00
cdde9990-9233-4058-b4c7-b312e804e9d0,4dca53bc-1217-4019-8969-deb495aebae2,0b5938c3-6b7a-496f-b5ec-b8009569d7f4,2026-06-03,,2026-06-03 11:45:45.627262+00
6dd3adb0-b261-4d82-9763-b3f592889461,4dca53bc-1217-4019-8969-deb495aebae2,0dd4406c-3de6-4054-9c4b-4987a8f4ed07,2026-06-03,,2026-06-03 11:49:58.609589+00
6c1d7630-6883-4ab2-807f-c4bb52340b4b,4dca53bc-1217-4019-8969-deb495aebae2,48aeee03-791c-4387-acc4-5b156645a296,2026-06-03,,2026-06-03 11:52:39.632531+00
5705209f-7a66-40b5-930b-ed00236a6a25,4dca53bc-1217-4019-8969-deb495aebae2,a1c1b022-c029-45ad-9e44-0205679ef77e,2026-06-03,,2026-06-03 11:52:46.755576+00
b4e0375b-14fa-487a-bb3c-8eb4484373b8,4dca53bc-1217-4019-8969-deb495aebae2,086d5a78-0678-464b-81d5-6b3b53b553ec,2026-06-03,,2026-06-03 11:53:49.655517+00
6204555f-8dc7-44b7-8f2d-a09908058526,4dca53bc-1217-4019-8969-deb495aebae2,0d311a4f-2753-42df-8ec5-4c741a7b4ce4,2026-06-03,,2026-06-03 11:56:08.293309+00
6548cc79-95c5-4eca-a639-895e3c91ff7a,4dca53bc-1217-4019-8969-deb495aebae2,fc2ea886-07b2-443c-9d32-c98776b4c181,2026-06-03,,2026-06-03 15:05:36.025892+00
717159f7-9ee9-4ebf-8961-edb8d961c256,4dca53bc-1217-4019-8969-deb495aebae2,0dd4406c-3de6-4054-9c4b-4987a8f4ed07,2026-06-04,,2026-06-04 11:40:20.611048+00
bd8b38fa-002a-42df-84bd-fef08c7f55a1,4dca53bc-1217-4019-8969-deb495aebae2,0d311a4f-2753-42df-8ec5-4c741a7b4ce4,2026-06-04,,2026-06-04 11:40:28.86901+00
28fb4f95-7440-463e-9b6d-9753ebe2316e,4dca53bc-1217-4019-8969-deb495aebae2,086d5a78-0678-464b-81d5-6b3b53b553ec,2026-06-04,,2026-06-04 11:40:34.041787+00
2c0002c7-ea67-49da-95ce-75a7a4724a2b,4dca53bc-1217-4019-8969-deb495aebae2,48aeee03-791c-4387-acc4-5b156645a296,2026-06-04,,2026-06-04 11:40:36.149278+00
408f0e34-77c6-4be5-9449-40b179f52b47,0c932874-b8b7-4542-a522-a5cffd9c66a9,5eac02a4-5494-44b0-a9fd-8634b3d46dca,2026-06-04,,2026-06-04 12:03:01.677554+00
bc1d8ab8-e948-4b0f-9e92-368d562db57d,0c932874-b8b7-4542-a522-a5cffd9c66a9,71f22fc5-e5e3-4969-b188-53fa44899c8e,2026-06-04,,2026-06-04 12:03:03.508681+00
c5ffc147-9dcc-4e38-ad42-ac7cac70e015,0c932874-b8b7-4542-a522-a5cffd9c66a9,b531e6d0-d7c7-4de9-a454-c07af93098c9,2026-06-04,,2026-06-04 12:03:03.605279+00
10e55d11-b5fc-4400-bff0-803d17c5f875,0c932874-b8b7-4542-a522-a5cffd9c66a9,c5827daf-eb2c-41e0-bdd0-ebbc4ffa2ef1,2026-06-04,,2026-06-04 12:03:08.108353+00
2ae86cd5-0a32-4a6c-98e6-8ebcce924c29,0c932874-b8b7-4542-a522-a5cffd9c66a9,36cd05d0-6f77-4cef-b5bc-61a1b60ebe48,2026-06-04,,2026-06-04 12:03:08.398757+00
54c2da8a-bac6-4d29-a221-42a2f29fff06,0c932874-b8b7-4542-a522-a5cffd9c66a9,b46da8c4-f894-4d5e-b131-4f8aa4a429b9,2026-06-04,,2026-06-04 12:03:10.123371+00
2ee26d32-5702-45af-b9ab-5d8639fcf52f,0c932874-b8b7-4542-a522-a5cffd9c66a9,fad8abee-915f-4b91-b682-520dda3ac19a,2026-06-04,,2026-06-04 12:03:13.047675+00
6f11ce87-c84f-4079-9aad-76148df8ecf0,4dca53bc-1217-4019-8969-deb495aebae2,0b5938c3-6b7a-496f-b5ec-b8009569d7f4,2026-06-04,,2026-06-04 13:23:29.694467+00
a07db35f-2628-4936-8a4d-941803d64059,4dca53bc-1217-4019-8969-deb495aebae2,a1c1b022-c029-45ad-9e44-0205679ef77e,2026-06-04,,2026-06-04 13:23:30.64944+00
2d5688bc-f331-4775-b5bf-5c28a55c022f,4dca53bc-1217-4019-8969-deb495aebae2,fc2ea886-07b2-443c-9d32-c98776b4c181,2026-06-04,,2026-06-04 13:23:35.369879+00
fe75c0a4-2cab-40d8-b9c5-013ca47d1350,0c932874-b8b7-4542-a522-a5cffd9c66a9,5eac02a4-5494-44b0-a9fd-8634b3d46dca,2026-06-05,,2026-06-05 13:16:33.258312+00
f9b2662d-2960-4a0e-a23e-3529b60c9e64,0c932874-b8b7-4542-a522-a5cffd9c66a9,71f22fc5-e5e3-4969-b188-53fa44899c8e,2026-06-05,,2026-06-05 13:16:33.400697+00
1cd4ffca-336d-4100-9bc4-b720ddcb2caa,0c932874-b8b7-4542-a522-a5cffd9c66a9,b531e6d0-d7c7-4de9-a454-c07af93098c9,2026-06-05,,2026-06-05 13:16:33.865242+00
345a2b36-11b3-4ede-bfea-0b65c5c37093,0c932874-b8b7-4542-a522-a5cffd9c66a9,c5827daf-eb2c-41e0-bdd0-ebbc4ffa2ef1,2026-06-05,,2026-06-05 13:16:35.931096+00
5f09d613-9727-4ee1-b49d-d6c77e598a5a,0c932874-b8b7-4542-a522-a5cffd9c66a9,36cd05d0-6f77-4cef-b5bc-61a1b60ebe48,2026-06-05,,2026-06-05 13:16:36.372899+00
632bf34d-eb42-4475-bcb4-72c020638608,0c932874-b8b7-4542-a522-a5cffd9c66a9,fad8abee-915f-4b91-b682-520dda3ac19a,2026-06-05,,2026-06-05 13:16:37.968943+00
4993d028-57c6-4e21-a05b-69e601c5671c,0c932874-b8b7-4542-a522-a5cffd9c66a9,b46da8c4-f894-4d5e-b131-4f8aa4a429b9,2026-06-05,,2026-06-05 13:16:39.278179+00
a57b97bb-bf06-45da-af5f-8b12f10a14d9,4dca53bc-1217-4019-8969-deb495aebae2,086d5a78-0678-464b-81d5-6b3b53b553ec,2026-06-05,,2026-06-05 20:13:10.657124+00
