id,student_id,block_id,message,created_at
03ec3e52-600e-49c4-bd4a-c3e9074aa16c,1ccb0eef-449b-4744-b4f2-30b0fbb9a583,3de13d2b-1052-4d33-afe4-419dfc82a70b,"[Solicitação de mobilidade]
cade minha mobilidade irmçao",2026-04-22 00:44:21.155364+00
371746f1-0ab4-4be4-8542-86113203c8d6,1ccb0eef-449b-4744-b4f2-30b0fbb9a583,3de13d2b-1052-4d33-afe4-419dfc82a70b,jaja coloco,2026-04-22 00:47:21.559153+00
87e72749-1e96-4057-8d68-e5ddeee1475a,16c808ed-154a-4685-a2e4-844038f7d76c,9e58f27e-cc82-4381-a8f0-8876a9a835e4,"[Solicitação de mobilidade]
Ne da mobilidade safado",2026-04-24 23:13:36.033447+00
9d5b9c46-fd2e-4353-aabb-f12014d53641,0d2ee23a-a3eb-4bb7-9cb5-c6334673c27c,ae145941-8a2a-484d-9763-0d947cc5e517,Atenção à altura do agachamento,2026-05-03 13:15:24.5628+00
95920713-0fd3-4458-8223-54c7be0dd565,73057fac-df99-47e3-9a98-73655103e9bb,1df5ce89-251c-4140-a6a6-d4c746c67cd4,"[Solicitação de mobilidade]
Não esquece de mandar mobilidade de arco viu bb",2026-05-11 02:46:56.177889+00
7625e22b-46da-4d15-b8af-b3d88a71973b,05bc7d14-2ccf-4560-b383-c61cb22fb5db,b521c3ee-0929-4018-9bb7-4ef96aaf1ef6,"[Solicitação de mobilidade]
Poe mobilidade ai pai",2026-05-25 17:51:51.059501+00
c7d96d56-1832-42c4-b9ab-1ca3cc2bb04b,6238dd06-e129-4964-9bea-c462e5f36c15,12712ce8-ef29-43b3-abd9-81f80585ce8e,"[Solicitação de mobilidade]
Venho sentindo a lombar ultimamente, tenho feito cat-cow e liberação com o rolinho, mas não tem sido o suficiente.",2026-05-31 17:04:33.613424+00
