id,name,category,session_count,session_names,created_at,updated_at
8b949d27-0f69-438e-bc5d-5d3442020699,Alongamentos e flexibilidade geral,Inferiores + Superiores,4,"{""1"": ""Membros inferiores (pré-treino)"", ""2"": ""Membros inferiores (pós-treino)"", ""3"": ""Membros superiores (pré-treino)"", ""4"": ""Membros superiores (pós-treino)""}",2026-06-07 13:11:06.323464+00,2026-06-07 13:16:38.048288+00
